Sex,FacultyName,HomeRegion
Female,School of Law,Central
Female,School of Management,Central
Female,School of Management,Central
Male,School of Law,Central
Female,School of Management,Central
Male,School of Sinology,North East
Female,School of Science,North
Female,School of Sinology,North
Female,School of Management,North
Female,School of Management,South
Female,School of Management,Central
Female,School of Management,North East
Female,School of Sinology,North
Female,School of Information Technology,North East
Female,School of Sinology,East
Female,School of Management,Central
Female,School of Law,East
Male,School of Information Technology,South
Female,School of Management,East
Female,School of Sinology,Central
Female,School of Science,North East
Female,School of Sinology,South
Male,School of Sinology,North East
Female,School of Law,Central
Female,School of Sinology,North East
Female,School of Management,South
Female,School of Management,Central
Female,School of Management,Central
Male,School of Management,Central
Female,School of Sinology,North
Female,School of Information Technology,North
Female,School of Sinology,North East
Male,School of Management,Central
Female,School of Sinology,North
Female,School of Health Science,North
Female,School of Management,North East
Female,School of Management,Central
Male,School of Management,Central
Female,School of Sinology,South
Female,School of Health Science,North East
Female,School of Information Technology,North
Female,School of Sinology,Central
Male,School of Management,Central
Female,School of Management,North East
Male,School of Law,Central
Male,School of Sinology,Central
Female,School of Agro-industry,North
Male,School of Information Technology,North East
Female,School of Management,North
Male,School of Sinology,North
Female,School of Law,North East
Female,School of Management,East
Female,School of Management,Central
Female,School of Management,North East
Female,School of Management,Central
Female,School of Sinology,South
Male,School of Management,Central
Female,School of Management,Central
Female,School of Sinology,South
Female,School of Law,East
Female,School of Agro-industry,East
Female,School of Law,Central
Female,School of Science,North
Male,School of Management,Central
Female,School of Management,South
Female,School of Sinology,North East
Male,School of Management,Central
Female,School of Management,North
Female,School of Sinology,North
Female,School of Sinology,North East
Female,School of Management,North
Female,School of Management,North
Female,School of Sinology,South
Female,School of Information Technology,Central
Female,School of Agro-industry,Central
Female,School of Sinology,North
Female,School of Management,Central
Female,School of Law,Central
Female,School of Law,South
Male,School of Health Science,North East
Female,School of Health Science,North
Female,School of Management,North East
Female,School of Management,South
Female,School of Sinology,West
Female,School of Management,Central
Female,School of Law,Central
Female,School of Management,South
Male,School of Health Science,South
Female,School of Management,North East
Female,School of Law,North East
Female,School of Management,Central
Female,School of Health Science,East
Female,School of Sinology,North East
Female,School of Law,North East
Female,School of Management,Central
Male,School of Sinology,Central
Female,School of Management,North
Female,School of Science,North
Female,School of Health Science,North East
Female,School of Science,North
Female,School of Sinology,North East
Female,School of Law,Central
Female,School of Management,West
Female,School of Management,North East
Male,School of Management,North
Female,School of Management,North
Female,School of Agro-industry,Central
Female,School of Sinology,Central
Female,School of Management,Central
Female,School of Management,Central
Female,School of Sinology,North
Male,School of Law,South
Female,School of Health Science,South
Female,School of Management,West
Female,School of Management,South
Female,School of Sinology,Central
Female,School of Health Science,West
Female,School of Sinology,Central
Female,School of Management,North East
Female,School of Health Science,North East
Female,School of Management,Central
Female,School of Law,South
Male,School of Information Technology,Central
Female,School of Management,South
Female,School of Health Science,North
Female,School of Management,North
Male,School of Health Science,Central
Female,School of Health Science,North
Male,School of Sinology,North
Female,School of Management,Central
Female,School of Information Technology,North
Male,School of Law,Central
Male,School of Management,South
Female,School of Management,North East
Male,School of Agro-industry,Central
Female,School of Management,South
Female,School of Health Science,Central
Female,School of Health Science,North East
Female,School of Law,East
Female,School of Agro-industry,South
Male,School of Information Technology,North
Female,School of Health Science,South
Male,School of Science,North
Female,School of Health Science,South
Female,School of Management,Central
Female,School of Management,Central
Female,School of Law,East
Female,School of Sinology,West
Female,School of Management,North East
Female,School of Sinology,East
Female,School of Management,Central
Female,School of Sinology,North
Male,School of Management,Central
Female,School of Sinology,East
Male,School of Management,Central
Female,School of Health Science,North
Female,School of Management,Central
Female,School of Health Science,North
Female,School of Management,North
Female,School of Sinology,West
Male,School of Management,Central
Female,School of Law,South
Female,School of Health Science,Central
Female,School of Health Science,Central
Female,School of Law,North East
Female,School of Health Science,Central
Female,School of Agro-industry,North
Female,School of Sinology,Central
Female,School of Management,Central
Female,School of Agro-industry,Central
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North
Female,School of Management,Central
Male,School of Law,North
Female,School of Health Science,South
Female,School of Health Science,Central
Female,School of Health Science,North East
Female,School of Sinology,North
Male,School of Information Technology,North East
Male,School of Management,North East
Female,School of Health Science,East
Female,School of Health Science,North
Female,School of Law,North East
Female,School of Law,Central
Female,School of Management,North East
Male,School of Sinology,Central
Female,School of Law,Central
Female,School of Law,North East
Female,School of Management,North
Male,School of Management,North
Male,School of Science,Central
Female,School of Sinology,East
Female,School of Management,North East
Female,School of Law,West
Female,School of Management,North
Female,School of Agro-industry,East
Female,School of Sinology,East
Female,School of Management,South
Female,School of Law,North East
Female,School of Management,Central
Female,School of Sinology,North
Female,School of Health Science,Central
Female,School of Health Science,North
Female,School of Sinology,North
Male,School of Management,North
Male,School of Health Science,Central
Male,School of Management,North
Female,School of Health Science,North
Female,School of Management,North East
Female,School of Health Science,South
Female,School of Sinology,North East
Male,School of Sinology,South
Female,School of Management,North East
Female,School of Sinology,South
Male,School of Management,South
Female,School of Sinology,North
Female,School of Sinology,North
Female,School of Sinology,North East
Female,School of Agro-industry,Central
Female,School of Sinology,South
Male,School of Sinology,East
Female,School of Agro-industry,Central
Male,School of Management,North East
Female,School of Science,West
Female,School of Management,South
Female,School of Health Science,Central
Female,School of Management,Central
Female,School of Information Technology,West
Female,School of Health Science,North East
Male,School of Management,North
Female,School of Sinology,North East
Female,School of Health Science,North East
Male,School of Management,North
Female,School of Sinology,West
Male,School of Management,North
Female,School of Sinology,East
Female,School of Health Science,East
Female,School of Management,Central
Female,School of Management,North
Female,School of Health Science,North
Female,School of Law,North
Female,School of Health Science,Central
Female,School of Management,Central
Female,School of Management,East
Female,School of Sinology,North
Female,School of Management,South
Female,School of Management,Central
Female,School of Sinology,North
Female,School of Management,South
Male,School of Sinology,North
Female,School of Management,Central
Male,School of Agro-industry,North East
Female,School of Health Science,North
Female,School of Sinology,North
Female,School of Sinology,South
Female,School of Management,North
Female,School of Law,Central
Female,School of Management,North
Female,School of Sinology,Central
Female,School of Sinology,Central
Female,School of Agro-industry,West
Female,School of Management,Central
Female,School of Law,North
Female,School of Management,Central
Female,School of Health Science,East
Female,School of Law,Central
Male,School of Information Technology,Central
Male,School of Sinology,South
Female,School of Management,Central
Female,School of Management,East
Female,School of Science,East
Male,School of Management,North East
Male,School of Management,North East
Female,School of Health Science,North East
Female,School of Management,Central
Female,School of Sinology,West
Male,School of Information Technology,Central
Male,School of Management,North East
Female,School of Management,North
Female,School of Sinology,West
Female,School of Management,North East
Female,School of Health Science,North
Female,School of Health Science,North East
Female,School of Law,North East
Male,School of Information Technology,North East
Female,School of Health Science,North East
Female,School of Management,South
Female,School of Agro-industry,South
Female,School of Management,North
Female,School of Health Science,North East
Female,School of Management,East
Female,School of Science,North
Female,School of Management,South
Female,School of Agro-industry,Central
Female,School of Management,North
Female,School of Health Science,North East
Female,School of Management,North East
Female,School of Management,North
Male,School of Management,Central
Female,School of Sinology,North East
Female,School of Management,North
Female,School of Health Science,North East
Female,School of Law,North
Female,School of Management,North
Female,School of Law,South
Female,School of Management,North
Female,School of Sinology,Central
Female,School of Management,Central
Male,School of Health Science,South
Male,School of Sinology,South
Female,School of Science,Central
Female,School of Law,Central
Female,School of Law,North East
Female,School of Science,South
Female,School of Sinology,North
Female,School of Health Science,North East
Female,School of Law,Central
Male,School of Law,West
Female,School of Agro-industry,Central
Female,School of Law,North
Female,School of Health Science,North East
Female,School of Management,Central
Female,School of Health Science,South
Female,School of Health Science,North
Female,School of Management,Central
Female,School of Sinology,East
Female,School of Management,North
Female,School of Law,North
Female,School of Information Technology,East
Female,School of Management,North East
Male,School of Information Technology,North East
Female,School of Management,North East
Female,School of Health Science,West
Female,School of Management,East
Female,School of Agro-industry,Central
Male,School of Law,Central
Female,School of Health Science,West
Female,School of Management,Central
Female,School of Management,South
Female,School of Management,North
Female,School of Management,South
Female,School of Management,Central
Female,School of Science,North East
Female,School of Sinology,North
Female,School of Management,Central
Female,School of Management,Central
Female,School of Law,Central
Female,School of Health Science,Central
Female,School of Management,East
Female,School of Management,North
Female,School of Health Science,South
Female,School of Sinology,North East
Female,School of Sinology,East
Female,School of Management,North East
Female,School of Health Science,North
Male,School of Sinology,Central
Female,School of Health Science,North
Female,School of Management,North
Female,School of Health Science,Central
Female,School of Health Science,North
Female,School of Sinology,North
Female,School of Law,North
Female,School of Health Science,North
Female,School of Sinology,South
Female,School of Management,South
Female,School of Law,North East
Female,School of Sinology,North
Female,School of Law,North
Female,School of Sinology,North East
Female,School of Management,North
Female,School of Information Technology,Central
Female,School of Science,South
Female,School of Sinology,East
Male,School of Management,South
Female,School of Sinology,Central
Male,School of Management,South
Female,School of Management,East
Female,School of Sinology,North East
Female,School of Management,East
Female,School of Sinology,East
Male,School of Information Technology,Central
Female,School of Law,Central
Male,School of Management,South
Female,School of Sinology,North East
Female,School of Health Science,North
Male,School of Management,North
Male,School of Management,Central
Female,School of Information Technology,North East
Male,School of Sinology,North East
Female,School of Management,South
Male,School of Management,South
Female,School of Health Science,North East
Female,School of Management,North
Female,School of Health Science,North East
Female,School of Law,Central
Female,School of Management,West
Female,School of Agro-industry,South
Female,School of Information Technology,North East
Female,School of Management,North East
Male,School of Law,South
Female,School of Sinology,South
Male,School of Agro-industry,South
Female,School of Management,North
Male,School of Management,South
Female,School of Law,West
Female,School of Agro-industry,South
Male,School of Health Science,Central
Male,School of Management,Central
Male,School of Health Science,North
Female,School of Health Science,North East
Female,School of Information Technology,West
Male,School of Health Science,Central
Female,School of Management,South
Male,School of Management,Central
Female,School of Management,North
Female,School of Management,East
Female,School of Information Technology,North
Female,School of Management,North
Female,School of Management,North East
Female,School of Science,Central
Female,School of Health Science,East
Female,School of Management,West
Female,School of Management,South
Female,School of Sinology,South
Female,School of Sinology,Central
Male,School of Information Technology,North East
Male,School of Law,Central
Female,School of Sinology,North East
Female,School of Management,North East
Female,School of Information Technology,South
Female,School of Law,North East
Female,School of Agro-industry,North East
Female,School of Management,Central
Female,School of Science,North
Female,School of Management,Central
Female,School of Sinology,North
Female,School of Management,South
Female,School of Health Science,Central
Female,School of Information Technology,East
Female,School of Management,Central
Female,School of Agro-industry,South
Female,School of Agro-industry,East
Female,School of Law,North East
Male,School of Law,Central
Female,School of Management,West
Male,School of Sinology,Central
Female,School of Management,North East
Female,School of Management,North East
Female,School of Information Technology,North East
Male,School of Management,North
Female,School of Management,North
Female,School of Management,Central
Female,School of Health Science,North East
Male,School of Management,South
Female,School of Management,South
Female,School of Sinology,Central
Male,School of Health Science,Central
Female,School of Sinology,North East
Female,School of Management,Central
Female,School of Information Technology,Central
Male,School of Science,North East
Female,School of Management,Central
Female,School of Management,North East
Female,School of Sinology,Central
Female,School of Law,Central
Male,School of Management,North East
Female,School of Science,South
Female,School of Management,North
Female,School of Health Science,North
Female,School of Sinology,Central
Female,School of Management,Central
Female,School of Law,North East
Female,School of Management,West
Female,School of Sinology,Central
Male,School of Health Science,North East
Female,School of Sinology,Central
Female,School of Management,North
Female,School of Management,West
Male,School of Agro-industry,North East
Female,School of Management,Central
Female,School of Health Science,North East
Female,School of Health Science,North
Female,School of Management,East
Female,School of Law,North
Female,School of Law,Central
Female,School of Management,East
Male,School of Management,South
Female,School of Health Science,South
Female,School of Health Science,North East
Female,School of Science,Central
Female,School of Sinology,South
Female,School of Management,Central
Female,School of Management,Central
Male,School of Science,Central
Female,School of Sinology,South
Male,School of Sinology,North
Female,School of Health Science,South
Male,School of Health Science,North
Female,School of Science,Central
Female,School of Management,North East
Female,School of Sinology,North East
Female,School of Management,Central
Female,School of Sinology,Central
Female,School of Health Science,North
Female,School of Management,North
Female,School of Information Technology,South
Female,School of Law,Central
Female,School of Law,South
Male,School of Law,North East
Female,School of Information Technology,North East
Female,School of Law,South
Female,School of Management,Central
Female,School of Agro-industry,Central
Female,School of Science,North
Male,School of Information Technology,Central
Female,School of Agro-industry,Central
Female,School of Law,North East
Female,School of Management,Central
Female,School of Management,North East
Male,School of Science,Central
Female,School of Management,West
Female,School of Sinology,West
Male,School of Information Technology,South
Female,School of Management,South
Male,School of Sinology,South
Female,School of Management,North East
Female,School of Management,East
Male,School of Science,North
Female,School of Management,South
Female,School of Sinology,West
Female,School of Management,North East
Male,School of Sinology,North
Female,School of Law,North East
Male,School of Science,South
Female,School of Management,North
Male,School of Management,North East
Male,School of Agro-industry,North East
Female,School of Management,North
Female,School of Agro-industry,North
Female,School of Law,North East
Female,School of Management,Central
Female,School of Management,North East
Female,School of Management,North East
Female,School of Health Science,North
Female,School of Health Science,West
Male,School of Sinology,East
Female,School of Sinology,South
Female,School of Management,North
Female,School of Sinology,East
Female,School of Health Science,Central
Female,School of Management,Central
Female,School of Management,South
Female,School of Sinology,Central
Female,School of Management,North East
Female,School of Management,East
Male,School of Management,North East
Male,School of Health Science,North East
Female,School of Law,North East
Female,School of Management,North
Female,School of Law,Central
Female,School of Management,Central
Female,School of Management,Central
Female,School of Management,East
Female,School of Management,North
Female,School of Information Technology,North
Female,School of Law,Central
Female,School of Health Science,South
Female,School of Management,East
Male,School of Management,Central
Male,School of Law,North East
Female,School of Sinology,Central
Female,School of Management,South
Female,School of Health Science,North East
Female,School of Management,North
Female,School of Management,North East
Female,School of Sinology,West
Female,School of Health Science,Central
Female,School of Management,Central
Female,School of Information Technology,South
Female,School of Law,Central
Female,School of Management,North East
Female,School of Law,Central
Male,School of Law,West
Female,School of Sinology,North East
Female,School of Health Science,South
Male,School of Agro-industry,West
Female,School of Management,Central
Male,School of Law,North
Male,School of Management,North
Female,School of Management,Central
Female,School of Sinology,South
Female,School of Science,North
Female,School of Management,North East
Female,School of Management,South
Female,School of Management,South
Female,School of Management,Central
Male,School of Management,North East
Female,School of Information Technology,Central
Male,School of Management,South
Female,School of Information Technology,North East
Female,School of Management,South
Male,School of Sinology,North
Female,School of Management,Central
Female,School of Sinology,Central
Female,School of Sinology,Central
Female,School of Management,North
Male,School of Management,North East
Female,School of Sinology,Central
Female,School of Management,North East
Female,School of Health Science,Central
Male,School of Law,East
Female,School of Management,Central
Female,School of Information Technology,South
Female,School of Management,South
Male,School of Management,Central
Female,School of Health Science,Central
Male,School of Information Technology,South
Female,School of Health Science,Central
Male,School of Health Science,Central
Female,School of Information Technology,North East
Male,School of Sinology,West
Female,School of Management,South
Female,School of Management,South
Female,School of Management,North East
Female,School of Sinology,North
Female,School of Health Science,North East
Male,School of Information Technology,South
Male,School of Management,North
Female,School of Law,South
Female,School of Management,South
Female,School of Law,South
Male,School of Management,South
Female,School of Health Science,North East
Female,School of Management,North East
Female,School of Law,South
Male,School of Management,North
Male,School of Sinology,North
Female,School of Information Technology,North East
Female,School of Management,North East
Female,School of Health Science,North East
Female,School of Health Science,North East
Female,School of Law,Central
Female,School of Agro-industry,South
Female,School of Information Technology,North East
Female,School of Law,North East
Female,School of Management,North East
Female,School of Management,Central
Female,School of Management,Central
Female,School of Management,Central
Female,School of Management,Central
Female,School of Agro-industry,North East
Female,School of Management,Central
Female,School of Law,North East
Female,School of Health Science,Central
Male,School of Management,Central
Female,School of Health Science,North
Female,School of Management,South
Female,School of Management,Central
Female,School of Agro-industry,North East
Female,School of Management,North East
Female,School of Sinology,Central
Male,School of Management,Central
Female,School of Health Science,North East
Female,School of Health Science,South
Female,School of Management,Central
Female,School of Science,Central
Female,School of Health Science,North East
Female,School of Management,Central
Female,School of Management,Central
Male,School of Management,Central
Male,School of Management,South
Male,School of Information Technology,North
Female,School of Management,East
Female,School of Health Science,East
Male,School of Information Technology,East
Female,School of Management,North East
Female,School of Law,North East
Female,School of Management,North
Female,School of Management,North
Female,School of Management,North East
Female,School of Information Technology,Central
Female,School of Sinology,Central
Female,School of Health Science,North East
Male,School of Management,South
Female,School of Health Science,Central
Male,School of Information Technology,Central
Male,School of Management,South
Male,School of Management,West
Female,School of Agro-industry,North East
Male,School of Information Technology,North
Female,School of Sinology,Central
Female,School of Management,Central
Female,School of Health Science,North East
Male,School of Information Technology,North East
Female,School of Management,South
Female,School of Health Science,North East
Male,School of Information Technology,North
Female,School of Law,North East
Female,School of Management,East
Female,School of Management,Central
Male,School of Management,North East
Female,School of Management,North
Female,School of Sinology,Central
Male,School of Management,North
Female,School of Law,North
Male,School of Health Science,North
Female,School of Management,Central
Male,School of Health Science,North East
Female,School of Health Science,Central
Female,School of Management,East
Female,School of Management,North
Male,School of Management,Central
Female,School of Health Science,Central
Female,School of Sinology,North
Female,School of Management,Central
Male,School of Law,East
Female,School of Management,North East
Female,School of Management,North East
Female,School of Sinology,North East
Female,School of Management,Central
Female,School of Management,Central
Female,School of Management,South
Female,School of Science,East
Male,School of Information Technology,North
Male,School of Management,South
Male,School of Science,North
Male,School of Management,Central
Female,School of Management,North East
Male,School of Sinology,North
Male,School of Management,North East
Female,School of Management,North East
Female,School of Law,Central
Female,School of Law,East
Female,School of Management,North
Female,School of Health Science,Central
Male,School of Management,Central
Female,School of Management,North
Female,School of Law,South
Female,School of Management,North
Male,School of Management,North
Female,School of Agro-industry,North East
Male,School of Information Technology,Central
Female,School of Sinology,Central
Female,School of Management,Central
Female,School of Management,North
Female,School of Management,North East
Female,School of Law,Central
Female,School of Sinology,North
Female,School of Management,South
Female,School of Agro-industry,Central
Male,School of Management,North
Male,School of Sinology,North East
Female,School of Law,South
Female,School of Management,South
Female,School of Law,North East
Female,School of Management,Central
Male,School of Information Technology,Central
Female,School of Agro-industry,Central
Female,School of Management,Central
Female,School of Agro-industry,Central
Female,School of Agro-industry,Central
Female,School of Management,Central
Male,School of Management,North
Female,School of Management,East
Female,School of Information Technology,Central
Female,School of Management,North
Female,School of Sinology,Central
Female,School of Agro-industry,South
Female,School of Law,South
Female,School of Health Science,Central
Female,School of Management,Central
Female,School of Management,Central
Female,School of Law,South
Female,School of Law,South
Female,School of Management,Central
Male,School of Information Technology,North East
Male,School of Sinology,West
Female,School of Law,South
Female,School of Law,South
Female,School of Law,West
Male,School of Sinology,Central
Female,School of Health Science,South
Female,School of Law,South
Female,School of Management,North East
Female,School of Sinology,South
Female,School of Law,Central
Female,School of Sinology,North
Female,School of Management,East
Female,School of Law,North East
Female,School of Sinology,West
Male,School of Sinology,South
Female,School of Management,Central
Female,School of Management,South
Female,School of Science,Central
Male,School of Management,North East
Female,School of Sinology,Central
Female,School of Agro-industry,South
Female,School of Management,North
Male,School of Management,North East
Male,School of Sinology,South
Female,School of Agro-industry,North
Male,School of Sinology,West
Female,School of Sinology,Central
Male,School of Health Science,South
Female,School of Management,North
Female,School of Sinology,Central
Female,School of Law,North
Female,School of Agro-industry,West
Female,School of Management,South
Female,School of Sinology,Central
Female,School of Sinology,North East
Male,School of Management,South
Female,School of Sinology,Central
Female,School of Management,North East
Female,School of Sinology,Central
Male,School of Sinology,Central
Male,School of Management,Central
Male,School of Sinology,East
Female,School of Management,Central
Female,School of Management,South
Male,School of Sinology,Central
Female,School of Law,Central
Female,School of Law,Central
Male,School of Management,North East
Female,School of Management,North East
Male,School of Sinology,North East
Female,School of Sinology,North
Female,School of Management,North
Female,School of Law,Central
Female,School of Sinology,East
Female,School of Management,North East
Female,School of Science,Central
Female,School of Management,Central
Female,School of Management,Central
Female,School of Management,South
Female,School of Information Technology,North East
Female,School of Agro-industry,North
Male,School of Management,North
Female,School of Science,North East
Male,School of Information Technology,North
Female,School of Management,North
Female,School of Law,Central
Male,School of Management,South
Male,School of Information Technology,North
Female,School of Sinology,West
Female,School of Sinology,North East
Female,School of Sinology,South
Female,School of Management,North East
Female,School of Agro-industry,South
Female,School of Management,South
Female,School of Management,South
Male,School of Information Technology,South
Female,School of Law,South
Male,School of Management,South
Female,School of Management,South
Male,School of Information Technology,North
Female,School of Information Technology,Central
Male,School of Management,South
Male,School of Health Science,North
Female,School of Law,South
Female,School of Management,South
Female,School of Health Science,East
Female,School of Management,East
Male,School of Sinology,North East
Female,School of Management,South
Female,School of Sinology,East
Female,School of Management,North East
Female,School of Management,North East
Female,School of Management,North
Male,School of Science,South
Male,School of Management,Central
Female,School of Law,Central
Male,School of Health Science,Central
Female,School of Management,Central
Female,School of Management,Central
Female,School of Science,North
Female,School of Health Science,East
Female,School of Law,West
Female,School of Sinology,North
Female,School of Management,West
Female,School of Sinology,South
Female,School of Management,Central
Female,School of Law,South
Female,School of Science,South
Female,School of Sinology,North East
Female,School of Management,North
Female,School of Management,South
Male,School of Management,North East
Male,School of Sinology,East
Female,School of Law,South
Male,School of Law,East
Male,School of Sinology,East
Female,School of Management,North
Female,School of Management,North East
Male,School of Sinology,Central
Female,School of Management,East
Female,School of Management,Central
Female,School of Law,North East
Female,School of Law,North
Female,School of Sinology,Central
Female,School of Sinology,North
Female,School of Sinology,North East
Female,School of Law,North East
Female,School of Management,East
Female,School of Sinology,North East
Female,School of Management,North
Female,School of Agro-industry,Central
Male,School of Management,South
Female,School of Sinology,North East
Female,School of Management,South
Female,School of Management,Central
Male,School of Sinology,South
Female,School of Sinology,East
Male,School of Sinology,South
Female,School of Management,North
Female,School of Management,North
Male,School of Management,Central
Female,School of Management,North East
Female,School of Sinology,South
Female,School of Management,North
Female,School of Management,North
Male,School of Management,North East
Female,School of Sinology,Central
Female,School of Management,North East
Female,School of Management,North
Male,School of Law,North East
Female,School of Management,North
Male,School of Management,North
Female,School of Sinology,South
Female,School of Health Science,North
Female,School of Law,North
Female,School of Health Science,North East
Male,School of Sinology,North
Female,School of Science,North East
Female,School of Health Science,South
Female,School of Management,North East
Male,School of Information Technology,Central
Female,School of Information Technology,South
Female,School of Science,South
Female,School of Information Technology,South
Female,School of Management,Central
Male,School of Information Technology,South
Female,School of Sinology,Central
Male,School of Information Technology,South
Male,School of Information Technology,South
Female,School of Law,North East
Female,School of Information Technology,South
Female,School of Law,West
Female,School of Management,North
Female,School of Management,North
Male,School of Science,Central
Female,School of Agro-industry,North
Female,School of Management,South
Female,School of Health Science,South
Male,School of Sinology,West
Female,School of Health Science,South
Female,School of Management,North
Female,School of Management,Central
Female,School of Health Science,South
Female,School of Management,Central
Male,School of Sinology,South
Male,School of Sinology,West
Female,School of Sinology,South
Female,School of Sinology,North
Male,School of Health Science,Central
Male,School of Management,North
Male,School of Information Technology,Central
Female,School of Sinology,North East
Male,School of Sinology,South
Female,School of Agro-industry,South
Female,School of Sinology,South
Female,School of Management,South
Female,School of Management,Central
Male,School of Sinology,South
Female,School of Law,South
Female,School of Management,North
Female,School of Sinology,South
Female,School of Information Technology,Central
Male,School of Management,North
Female,School of Management,South
Female,School of Management,North East
Female,School of Management,North
Female,School of Sinology,North East
Female,School of Management,South
Female,School of Management,North
Female,School of Science,North East
Male,School of Law,North East
Male,School of Information Technology,North East
Female,School of Information Technology,Central
Female,School of Management,Central
Male,School of Management,North East
Male,School of Information Technology,Central
Female,School of Health Science,North East
Female,School of Agro-industry,North East
Female,School of Management,West
Female,School of Management,Central
Female,School of Management,Central
Female,School of Law,North East
Female,School of Sinology,North East
Female,School of Sinology,South
Female,School of Management,North East
Female,School of Management,North East
Female,School of Health Science,North East
Female,School of Sinology,Central
Female,School of Law,North
Female,School of Law,North
Female,School of Health Science,North East
Female,School of Management,West
Female,School of Management,West
Female,School of Agro-industry,Central
Female,School of Health Science,North East
Female,School of Sinology,South
Male,School of Management,North East
Male,School of Management,North
Female,School of Sinology,South
Female,School of Management,North
Female,School of Sinology,South
Female,School of Health Science,South
Female,School of Sinology,East
Female,School of Information Technology,Central
Female,School of Agro-industry,Central
Female,School of Agro-industry,Central
Female,School of Sinology,Central
Female,School of Management,Central
Female,School of Law,North
Female,School of Management,North East
Female,School of Management,North
Female,School of Information Technology,North
Male,School of Information Technology,South
Female,School of Management,East
Female,School of Management,North
Female,School of Sinology,West
Male,School of Science,West
Female,School of Sinology,West
Female,School of Sinology,West
Female,School of Management,North
Female,School of Health Science,North
Female,School of Sinology,West
Female,School of Health Science,North East
Female,School of Management,South
Male,School of Information Technology,East
Female,School of Management,South
Female,School of Law,South
Female,School of Management,North
Female,School of Information Technology,North
Female,School of Management,North
Female,School of Management,South
Female,School of Sinology,North
Female,School of Sinology,South
Female,School of Management,West
Female,School of Information Technology,South
Male,School of Information Technology,North
Female,School of Sinology,North
Female,School of Sinology,South
Female,School of Management,North
Female,School of Management,South
Female,School of Management,West
Female,School of Agro-industry,North
Female,School of Health Science,North
Female,School of Management,North
Female,School of Sinology,North
Female,School of Sinology,North
Female,School of Management,South
Female,School of Management,East
Female,School of Sinology,North
Female,School of Management,North
Female,School of Health Science,North East
Female,School of Health Science,Central
Female,School of Sinology,North East
Female,School of Management,North
Female,School of Agro-industry,North
Male,School of Sinology,North
Female,School of Sinology,North
Male,School of Management,North East
Male,School of Sinology,North
Female,School of Management,North
Female,School of Management,North
Male,School of Health Science,East
Female,School of Sinology,Central
Male,School of Management,North
Female,School of Management,North East
Female,School of Management,Central
Female,School of Health Science,East
Female,School of Health Science,North
Female,School of Sinology,North East
Female,School of Agro-industry,North
Female,School of Management,North East
Female,School of Management,North East
Female,School of Sinology,Central
Female,School of Sinology,Central
Female,School of Health Science,Central
Female,School of Agro-industry,Central
Male,School of Management,Central
Female,School of Sinology,Central
Female,School of Sinology,North
Female,School of Health Science,North
Male,School of Management,South
Female,School of Sinology,North
Female,School of Science,Central
Female,School of Management,South
Female,School of Information Technology,North East
Female,School of Law,South
Female,School of Sinology,Central
Male,School of Health Science,North East
Female,School of Law,North East
Female,School of Management,South
Female,School of Management,South
Female,School of Science,South
Female,School of Sinology,Central
Female,School of Science,North East
Female,School of Law,Central
Female,School of Management,North
Female,School of Management,North East
Female,School of Management,South
Male,School of Management,South
Female,School of Health Science,North
Female,School of Management,South
Female,School of Agro-industry,North
Female,School of Health Science,North
Female,School of Law,North
Male,School of Management,South
Male,School of Information Technology,North
Female,School of Management,Central
Female,School of Management,South
Female,School of Agro-industry,North
Male,School of Management,North East
Female,School of Sinology,Central
Female,School of Law,South
Female,School of Management,South
Female,School of Information Technology,North
Male,School of Information Technology,North
Female,School of Law,North
Female,School of Science,Central
Female,School of Management,East
Male,School of Management,South
Female,School of Sinology,North
Female,School of Health Science,Central
Female,School of Management,North
Female,School of Law,North
Female,School of Information Technology,North
Female,School of Sinology,North
Female,School of Management,South
Male,School of Management,South
Female,School of Sinology,Central
Female,School of Sinology,Central
Male,School of Management,North
Female,School of Management,North
Female,School of Sinology,North
Male,School of Management,North
Female,School of Health Science,North
Female,School of Health Science,North
Female,School of Management,North East
Male,School of Science,North
Female,School of Management,East
Male,School of Agro-industry,North
Female,School of Management,South
Female,School of Management,South
Male,School of Science,Central
Female,School of Sinology,Central
Female,School of Law,North
Male,School of Law,North
Female,School of Agro-industry,North
Male,School of Agro-industry,North
Female,School of Agro-industry,North
Female,School of Management,North
Female,School of Sinology,West
Female,School of Sinology,Central
Female,School of Management,South
Male,School of Management,Central
Male,School of Health Science,North
Female,School of Law,South
Female,School of Health Science,North
Female,School of Health Science,North
Female,School of Health Science,North
Female,School of Management,South
Female,School of Management,South
Female,School of Management,East
Female,School of Law,North
Female,School of Management,Central
Female,School of Law,Central
Female,School of Agro-industry,North
Male,School of Management,Central
Female,School of Management,Central
Female,School of Management,East
Female,School of Health Science,West
Male,School of Management,West
Male,School of Management,South
Male,School of Management,South
Female,School of Health Science,North
Female,School of Sinology,North East
Male,School of Management,Central
Male,School of Law,South
Female,School of Management,North
Female,School of Agro-industry,North
Male,School of Management,North East
Male,School of Sinology,South
Male,School of Information Technology,South
Female,School of Sinology,East
Female,School of Agro-industry,Central
Female,School of Sinology,South
Male,School of Management,South
Male,School of Law,Central
Female,School of Sinology,East
Female,School of Information Technology,Central
Male,School of Health Science,South
Female,School of Management,North East
Female,School of Management,South
Male,School of Management,Central
Female,School of Sinology,North
Male,School of Management,South
Female,School of Management,West
Male,School of Management,South
